5.03735;12;7078;119;7080;116;5.65685;0.75;308;0.707107;0;0.707238;0.00364775;1;25.7199
225.905;47;7322;1908;7314;1902;12.0416;0.652778;332;3.53553;0.106383;1.0614;0.695371;0.888889;25.1703
172.522;144;7610;1227;7618;1215;20;0.75;370;2.54951;0;2.50793;-0.192219;1.33333;25.1714
62.4265;86;5600;1577;5591;1583;15.5563;0.710744;151;0.707107;0;1.66905;-0.0598631;1;26.5711
233.736;86;6606;31;6613;39;15.5563;0.710744;295;2.54951;0;2.28815;-0.230814;1;26.7219
254.215;141;8060;1493;8071;1507;21.9317;0.5875;512;5.70088;0;1.6675;0.729692;1.06667;26.0985
18.8572;4;8469;1220;8471;1221;3.60555;0.666667;442;1.58114;0;0.326694;0.576141;0.666667;25.1758
44.8932;5;8636;585;8634;586;3.60555;0.833333;467;0.707107;0.2;0.42555;-0.424947;0.666667;24.4763
39.1604;7;6589;446;6592;447;4.47214;0.875;218;1.58114;0.285714;0.392097;0.191478;0.5;25.67
1783.71;154;8528;857;8531;833;27.5136;0.65812;434;5.70088;0.74026;6.24061;0.0109012;2.88889;26.1915
131.54;194;6771;1073;6756;1050;32.0156;0.388;312;6.96419;0;2.00458;0.856845;1.25;26.5557
474.324;284;6912;1724;6920;1766;47.7598;0.394444;333;18.8282;0;12.9898;0.02176;2.8125;26.1612
15.2779;56;4886;706;4891;699;12.0416;0.777778;30;0.707107;0;1.5026;-0.00366777;0.888889;24.6698
628.717;318;7105;840;7079;833;42.0119;0.370629;291;12.9808;0.00314465;6.0225;-0.044109;0.787879;24.919
479.878;169;7336;2004;7308;2011;33.1059;0.402381;319;4.30116;0.0118343;1.82286;-0.760892;0.466667;24.8451
45.0946;20;8022;582;8026;584;7.81025;0.666667;409;0.707107;0;0.773064;0.0388827;0.833333;24.6164
85.5878;83;6025;202;6018;195;15.5563;0.68595;184;0.707107;0;1.75506;-0.0245001;1;25.8477
271.329;239;7382;1021;7395;1001;30.2324;0.562353;384;5.70088;0;3.65667;-0.434935;1.47059;25.9226
22.5603;67;7844;199;7850;191;13.4536;0.744444;444;0.707107;0;1.39739;-0.357118;0.9;25.9925
336.835;197;7172;1160;7194;1188;39.0512;0.262667;208;16.9853;0;2.4501;0.878033;1.2;25.0226
35.6656;10;7342;835;7348;836;7.28011;0.714286;226;3.53553;0;0.356765;0.616649;0.285714;24.7224
97.6058;46;6624;313;6630;308;10.6301;0.821429;180;0.707107;0;1.08587;-0.0357466;1.14286;25.2211
277.292;66;7709;1605;7727;1598;21.0238;0.385965;274;3.53553;0.0606061;1.25054;-0.851949;0.473684;25.3714
125.021;23;4769;1584;4774;1580;7.81025;0.766667;19;0.707107;0.217391;0.970727;-0.255916;0.833333;26.1881
445.791;170;5999;692;6015;698;22.4722;0.745614;179;5.70088;0.00588235;2.70271;0.145212;0.631579;26.4631
8.25482;32;6402;1766;6406;1761;9.21954;0.761905;242;0.707107;0;1.12059;-0.0351522;1.16667;25.8724
255.365;160;8046;1910;8059;1921;22.6716;0.627451;497;1.58114;0;2.04193;0.445027;1.13333;26.2244
118.696;37;4913;1184;4918;1180;9.21954;0.880952;22;0.707107;0;0.965628;0.0605687;0.857143;24.6073
216.045;49;4728;1957;4727;1968;14.3178;0.628205;4;5.52268;0.102041;3.04379;0.143893;2.16667;25.1998
177.199;101;6002;1841;6010;1849;16.2788;0.765152;127;0.707107;0;1.86637;0.00443176;0.916667;25.7316
96.8461;41;7363;1437;7367;1442;10.6301;0.732143;243;0.707107;0;1.1785;-0.00930514;1.14286;24.9344
473.597;211;5472;1063;5453;1088;35.4683;0.339775;127;14.9833;0;2.48347;-0.87798;1.17391;26.0762
2026.22;214;7917;719;7922;692;31.7805;0.567639;441;5.14782;0.616822;6.93641;0.0650266;2.23077;25.9669
7.19862;9;6773;1579;6771;1581;5;0.75;175;0.707107;0;0.585418;0.024118;1.33333;24.7743
5.07739;9;7022;1608;7025;1609;5;0.75;191;0.707107;0;0.573978;-0.0173622;0.75;24.1396
140.873;61;8415;556;8393;537;30.4795;0.132609;305;9.61769;0;0.774278;0.980756;0.869565;24.7295
97.0342;14;4941;39;4943;41;5.65685;0.875;28;0.707107;0.142857;0.864281;-0.218721;1;26.1582
151.635;72;4700;415;4706;406;15;0.666667;8;1.58114;0;1.66715;-0.267879;1.33333;26.2488
3337.26;421;5003;1407;4986;1422;35.609;0.683442;52;5.70088;0.425178;4.14312;0.00680464;0.785714;27.1049
22.1998;25;5906;460;5909;464;8.60233;0.714286;183;1.58114;0;0.837507;-0.000280362;0.714286;25.6914
494.506;366;6220;1858;6258;1857;44.3847;0.525108;228;15.7003;0;2.77576;-0.521269;0.414634;25.7574
2045.07;207;4864;1298;4869;1323;30.4631;0.616071;26;3.53553;0.652174;6.51001;0.0798798;2.33333;26.0123
25.9257;48;4948;2020;4970;2020;23.1948;0.695652;37;1.58114;0;0.507774;0.0329381;0.130435;25.2613
451.944;120;5378;1303;5395;1299;25.0799;0.521739;82;6.5192;0;1.61824;-0.166799;0.434783;25.9174
309.743;80;5716;160;5707;153;16.4012;0.615385;111;4.52769;0.0625;1.46155;0.527213;0.769231;25.7231
34.9877;11;5341;333;5344;334;5.83095;0.733333;93;1.58114;0;0.459084;-0.112411;0.6;26.3061
13.2831;42;6226;1722;6231;1717;10.6301;0.75;204;0.707107;0;1.31099;0.0107213;0.875;25.2364
7.87844;20;6744;1267;6748;1270;7.07107;0.8;267;0.707107;0;0.84916;0.0391079;1;25.5868
16.0933;10;8455;1911;8458;1908;5.65685;0.625;505;0.707107;0;0.397454;-0.784996;1;26.2436
271.21;71;8645;473;8655;476;14.8661;0.645455;374;4.30116;0.028169;1.9543;0.198362;0.909091;24.6097
103.964;50;5976;91;5970;96;12.0416;0.694444;121;0.707107;0;1.16283;-0.172108;0.888889;24.7785
110.681;24;7136;1840;7139;1836;7.81025;0.8;222;0.707107;0.0833333;0.885897;0.00297284;1.2;25.6077
14.3965;52;5272;805;5276;799;12.0416;0.722222;52;0.707107;0;1.48615;0.0261983;1.125;24.6476
16.0513;51;6222;316;6230;319;12.0416;0.708333;147;0.707107;0;1.42693;0.00156801;0.888889;24.4985
73.8957;13;5413;817;5417;819;6.40312;0.65;66;0.707107;0.230769;0.67492;0.307478;0.8;26.5668
380.348;142;4973;258;4984;272;21.9317;0.591667;59;7.10634;0.0352113;1.59739;0.794035;1.06667;25.7665
189.992;152;7141;1609;7131;1621;21.2603;0.678571;364;0.707107;0;1.85269;-0.383211;0.875;25.8465
404.277;191;7916;1874;7933;1904;36.8917;0.308065;470;14.089;0;1.51511;0.922369;1.55;26.1438
38.4434;17;6909;1234;6912;1231;6.40312;0.85;219;0.707107;0;0.709513;-0.0625487;0.8;24.9015
1366.46;115;7732;749;7735;733;19.6977;0.798611;299;1.58114;0.721739;4.17646;0.00953924;2.25;25.7463
99.033;16;6391;247;6387;244;6.40312;0.8;148;1.58114;0.375;0.660913;0.49278;0.8;25.3759
509.663;569;6958;753;6919;857;113.088;0.129025;291;54.3921;0;2.29067;-0.972428;2.5;26.0449
185.442;37;4775;1267;4772;1259;10.8167;0.685185;17;2.54951;0.0810811;1.04297;0.634753;1.5;24.7253
191.91;95;5999;1680;6018;1696;27.0185;0.266106;129;8.51469;0;1.08979;0.930865;0.809524;24.6216
418.113;300;7041;1820;7042;1763;58.6941;0.574713;210;21.5058;0.00666667;3.91004;-0.291542;6.44444;24.8368
576.139;552;5022;1191;5069;1237;70.7248;0.220888;52;28.9914;0;5.49515;0.837348;0.960784;25.9994
476.896;148;5210;1439;5193;1453;26.1725;0.432749;74;2.91548;0;1.7471;-0.839237;1.05556;25.9997
60.3496;11;7706;1331;7709;1333;5.83095;0.733333;389;1.58114;0.181818;0.483748;0.483522;0.6;25.2343
231.02;124;7896;1237;7882;1247;20.6155;0.596154;412;4.30116;0;1.46722;-0.591317;0.8125;25.9906
16.1192;5;8564;67;8566;68;3.60555;0.833333;519;1.58114;0.2;0.136854;-0.0242068;0.666667;24.5618
627.598;425;4884;1308;4940;1266;84.7231;0.135393;18;27.3222;0;5.42311;-0.873722;0.589041;24.7029
31.658;21;6284;687;6280;689;7.81025;0.7;140;0.707107;0;0.810089;0.0297421;1.2;25.2116
13.628;6;6861;1972;6863;1971;3.60555;1;184;0.707107;0;0.361299;-0.139726;0.666667;24.0331
16.8108;4;7931;1891;7932;1890;2.82843;1;277;0.707107;0.25;0.313234;-0.0514638;1;24.0739
217.358;50;7936;1851;7943;1855;11.6619;0.833333;278;3.80789;0.06;0.997418;0.16261;0.6;24.8858
570.345;359;8217;1626;8247;1662;51.8556;0.27197;305;17.9025;0;4.98767;0.801576;1.21212;24.6405
123.672;19;8666;914;8659;915;8.94427;0.59375;339;2.54951;0.0526316;0.500943;-0.0610203;0.5;24.3297
35.9526;10;5003;918;5005;920;5;0.833333;47;0.707107;0.1;0.505613;-0.0577111;0.75;24.9747
150.221;115;5988;85;5980;75;18.4391;0.684524;147;2.54951;0;2.15383;0.200317;1.16667;25.7268
28.5253;53;6554;1766;6547;1770;12.7279;0.654321;186;0.707107;0;1.36845;0.0109232;1;25.6514
120.815;64;6765;118;6771;111;13.4536;0.711111;210;0.707107;0;1.25209;-0.235287;0.9;25.2676
68.788;33;7823;1263;7818;1266;9.21954;0.785714;310;0.707107;0;0.96085;0.103826;0.857143;25.0564
111.257;68;5089;177;5084;185;14.1421;0.68;60;0.707107;0;1.45095;-0.17995;1;26.1347
7.66793;14;5146;1207;5150;1206;6.40312;0.7;67;1.58114;0;0.663865;-0.00931318;0.8;26.9207
202.748;153;5761;395;5749;384;22.0227;0.642857;150;1.58114;0;2.49118;0.315077;1.21429;25.9554
166.006;86;5850;1259;5831;1263;23.8537;0.330769;161;4.74342;0;2.11779;-0.510764;0.65;26.0734
74.1556;83;6252;1709;6259;1702;14.8661;0.754545;213;0.707107;0;1.64164;-0.00858911;1.1;26.0344
47.1669;18;6761;1782;6758;1785;7.07107;0.72;283;0.707107;0;0.627381;-0.059123;1;25.7061
292.98;288;6772;1870;6808;1840;52.8015;0.214286;285;23.7171;0;2.95642;-0.911298;0.761905;26.2279
8.26679;8;7471;804;7473;802;4.24264;0.888889;380;1.58114;0;0.384096;-0.0624759;1;25.853
16.0914;10;8127;330;8129;332;5;0.833333;465;0.707107;0;0.476374;0.00352414;0.75;25.1342
114.02;55;8330;1619;8337;1624;12.0416;0.763889;504;0.707107;0;1.23006;0.0669881;0.888889;25.3849
32.5542;18;8430;912;8433;915;6.40312;0.9;523;1.58114;0;0.647585;0.0205153;0.8;25.9808
24.0477;17;5051;1045;5053;1041;6.40312;0.85;25;0.707107;0;0.744655;0.00650412;1.25;24.9639
225.077;48;6720;377;6726;369;13.6015;0.545455;181;2.91548;0.0833333;1.10876;-0.677971;1.375;25.0545
97.3705;39;8674;142;8658;131;20.8087;0.191176;395;8.51469;0;0.568896;0.977501;0.705882;24.4403
902.246;489;4650;1944;4657;1965;56.8595;0.325133;0;12.5897;0.00204499;14.4082;-0.0170385;1.46875;25.3257
1917.62;198;4897;576;4893;604;31.3209;0.733333;28;1.58114;0.626263;7.52091;-0.00909703;3.33333;25.721
48.0423;12;7739;170;7741;172;5.65685;0.75;292;0.707107;0.166667;0.633749;-0.00239651;1;25.2787
69.0828;50;4710;1752;4718;1755;11.4018;0.793651;12;1.58114;0;1.21394;-0.00615662;0.777778;25.9139
446.796;169;4781;535;4758;526;30.6105;0.370614;11;9.61769;0.0118343;2.93337;0.61805;0.791667;24.9873
1863.58;189;4957;340;4953;365;28.7924;0.7;28;8.51469;0.624339;6.49572;-0.0133647;2.7;25.131
575.569;504;5781;523;5739;517;57.4543;0.342857;103;19.0394;0;5.61873;0.626968;0.612245;24.7004
409.763;139;5785;1072;5799;1099;33.6155;0.281947;107;3.53553;0.00719424;1.48598;0.876492;1.70588;24.9555
111.648;117;6081;1565;6073;1580;20.2485;0.625668;131;2.54951;0;1.52779;-0.676809;1.54545;24.0346
313.379;113;6707;1807;6720;1815;19.2094;0.627778;197;2.54951;0.00884956;1.76726;0.410157;0.8;24.9416
350.761;236;7040;1770;7013;1784;34.4819;0.462745;234;10.1242;0;1.57578;-0.770299;0.566667;24.1693
189.135;68;7084;1401;7091;1408;13.4536;0.755556;241;1.58114;0;1.51673;0.191861;0.9;24.6484
30.529;5;8602;443;8600;442;3.60555;0.833333;393;0.707107;0.4;0.174361;-0.0224856;0.666667;23.3517
9.13275;28;5862;1756;5859;1761;8.48528;0.777778;113;0.707107;0;1.02687;-0.0428411;1;25.3673
245.795;100;5911;1517;5921;1543;31.9061;0.217865;120;11.7686;0.01;2.92824;0.790514;1.58824;25.3491
95.6563;101;6978;505;6987;512;16.9706;0.701389;210;0.707107;0;1.74589;0.066822;1;25.2453
164.505;32;7018;1905;7011;1900;10;0.666667;217;2.91548;0.15625;0.69401;0.76388;0.75;25.5041
42.9835;20;7462;92;7459;95;7.07107;0.8;263;0.707107;0;0.752522;-0.0208056;1;24.5532
606.174;476;8088;1101;8123;1110;48.4149;0.417544;307;16.5076;0;5.97043;0.624332;0.789474;25.1322
372.36;239;4912;1787;4928;1762;35.2278;0.412069;38;6.04152;0;1.73949;-0.895059;1.45;25.9838
95.6993;90;5513;1396;5522;1405;15.5563;0.743802;125;1.58114;0;1.49481;0.519328;1;25.8227
440.371;219;6197;905;6172;908;33.6006;0.405556;218;12.0208;0.00913242;3.69914;-0.68118;0.740741;25.6733
462.797;190;6199;1529;6219;1525;25.807;0.603175;221;9.61769;0;2.542;-0.216409;0.714286;25.9414
238.354;98;7119;777;7109;783;16.2788;0.742424;371;1.58114;0;1.66535;-0.161997;0.916667;26.0484
35.4225;67;7619;922;7625;928;14.1421;0.67;429;0.707107;0;1.54251;-0.0109474;1;25.8366
67.1852;14;8320;257;8323;255;5.65685;0.875;536;1.58114;0.214286;0.720765;0.0401916;1;26.1349
20.5271;15;8476;659;8478;662;6.40312;0.75;563;1.58114;0;0.641924;-0.00422283;0.8;24.86
35.057;34;8554;1074;8557;1079;9.89949;0.693878;578;0.707107;0;1.06523;0.0190944;1;25.6178
149.421;32;8707;479;8701;474;10.6301;0.571429;605;2.54951;0.09375;1.10577;0.545184;0.875;25.9475
562.407;249;4936;423;4926;454;43.4166;0.271242;22;12.5897;0;4.23782;-0.781567;1.25926;24.6926
544.356;225;5357;506;5385;504;33.1059;0.535714;65;9.82344;0.00888889;2.20234;-0.597485;0.466667;24.5471
327.415;188;5698;146;5674;120;38.2099;0.258242;96;16.3248;0;1.37749;0.958517;1.07692;24.8935
221.14;127;5995;2005;6038;2020;48.1041;0.166013;135;19.3003;0;0.727832;0.984674;0.377778;24.8017
2793.24;226;6016;1770;6022;1747;28.178;0.695385;150;5.52268;0.792035;6.3759;0.0646789;1.92308;25.5408
10.9623;17;6169;429;6165;431;6.40312;0.85;160;0.707107;0;0.724008;-0.0332517;0.8;24.5757
25.269;4;6175;445;6176;446;2.82843;1;162;0.707107;0;0.493637;-0.0308138;1;24.552
44.6976;7;6276;512;6279;513;4.47214;0.875;172;1.58114;0.285714;0.454013;-0.125429;0.5;24.8983
584.242;491;7715;1666;7707;1722;64.846;0.291914;317;27.9732;0;8.10293;-0.517925;2;24.6901
320.748;62;6229;647;6234;656;13.6015;0.704545;155;3.80789;0.145161;1.70685;0.406741;1.375;24.9597
142.001;37;6471;1959;6465;1962;10;0.770833;175;0.707107;0.0540541;0.847828;0.0420808;0.75;25.7717
287.77;54;7400;1597;7399;1608;15.6205;0.45;253;5.52268;0.148148;1.57982;-0.726943;1.2;25.8802
135.102;27;7496;1962;7499;1957;9.21954;0.642857;266;0.707107;0.148148;0.825014;-0.583714;1.16667;25.5379
170.591;79;4753;172;4744;179;14.8661;0.718182;8;0.707107;0;1.31106;-0.503084;0.909091;24.3372
300.899;258;4874;208;4891;173;42.9418;0.339474;21;15.4434;0;1.70787;-0.9313;1.9;24.5962
70.6488;50;4938;1077;4931;1073;11.3137;0.78125;27;0.707107;0;1.2895;0.0707409;1;24.1403
360.022;222;5102;78;5109;52;29.9666;0.632479;45;8.86002;0;3.28697;-0.481406;2.07692;24.5952
22.4771;20;5269;1267;5265;1269;7.81025;0.666667;64;0.707107;0;0.768833;-1.65607e-05;1.2;23.9332
30.3411;45;5395;1662;5391;1668;10.6301;0.803571;79;0.707107;0;1.25467;0.0042243;0.875;24.1622
29.4436;4;6297;279;6298;278;2.82843;1;157;0.707107;0.25;0.496443;0.0364737;1;24.4182
22.5804;41;6692;1321;6687;1325;11.3137;0.640625;187;0.707107;0;1.19922;-0.0121474;1;24.9209
167.316;50;6768;1759;6755;1753;16.6433;0.396825;192;4.30116;0.06;0.988974;0.829948;0.642857;25.219
115.412;162;7928;145;7915;132;23.3452;0.595588;293;3.80789;0;1.8563;0.666074;0.941176;24.7134
44.7235;87;7926;158;7933;165;14.8661;0.790909;295;0.707107;0;1.75983;0.10284;1.1;24.8306
